PlanId,PlanType,MetalLevel,PlanVariantMarketingName,Asthma Management Program,Depression Management Program,Diabetes Management Program,Heart Disease Management Program,High Blood Pressure & High Cholesterol Management Program,Low Back Pain Management Program,Pain Management Program,Pregnancy Management Program,Weight Loss Management Program
21663FL0150031-01,EPO,Silver,Ambetter Balanced Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150031-03,EPO,Silver,Ambetter Balanced Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150031-02,EPO,Silver,Ambetter Balanced Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150032-04,EPO,Silver,Ambetter Balanced Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150032-03,EPO,Silver,Ambetter Balanced Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150032-05,EPO,Silver,Ambetter Balanced Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150032-02,EPO,Silver,Ambetter Balanced Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150032-00,EPO,Silver,Ambetter Balanced Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150032-01,EPO,Silver,Ambetter Balanced Care 1 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150033-01,EPO,Silver,Ambetter Balanced Care 4 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150033-04,EPO,Silver,Ambetter Balanced Care 4 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150033-05,EPO,Silver,Ambetter Balanced Care 4 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150033-06,EPO,Silver,Ambetter Balanced Care 4 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150033-00,EPO,Silver,Ambetter Balanced Care 4 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150033-02,EPO,Silver,Ambetter Balanced Care 4 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150033-03,EPO,Silver,Ambetter Balanced Care 4 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150034-03,EPO,Silver,Ambetter Balanced Care 4 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150034-02,EPO,Silver,Ambetter Balanced Care 4 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150034-05,EPO,Silver,Ambetter Balanced Care 4 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150034-06,EPO,Silver,Ambetter Balanced Care 4 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150034-01,EPO,Silver,Ambetter Balanced Care 4 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150034-00,EPO,Silver,Ambetter Balanced Care 4 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150034-04,EPO,Silver,Ambetter Balanced Care 4 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150035-02,EPO,Silver,Ambetter Balanced Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150035-03,EPO,Silver,Ambetter Balanced Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150035-00,EPO,Silver,Ambetter Balanced Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150035-06,EPO,Silver,Ambetter Balanced Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150035-05,EPO,Silver,Ambetter Balanced Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150035-04,EPO,Silver,Ambetter Balanced Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150035-01,EPO,Silver,Ambetter Balanced Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150036-05,EPO,Silver,Ambetter Balanced Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150036-04,EPO,Silver,Ambetter Balanced Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150043-02,EPO,Silver,Ambetter Balanced Care 15 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150043-03,EPO,Silver,Ambetter Balanced Care 15 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
30252FL0020060-06,HMO,Silver,BlueCare Silver 1498,1,1,1,1,1,0,1,1,0
30252FL0020062-03,HMO,Platinum,BlueCare Platinum 1485,1,1,1,1,1,0,1,1,0
30252FL0020080-02,HMO,Expanded Bronze,BlueCare Bronze 1767S,1,1,1,1,1,0,1,1,0
21663FL0150036-02,EPO,Silver,Ambetter Balanced Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150036-01,EPO,Silver,Ambetter Balanced Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150036-03,EPO,Silver,Ambetter Balanced Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150036-06,EPO,Silver,Ambetter Balanced Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150036-00,EPO,Silver,Ambetter Balanced Care 5 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150037-06,EPO,Silver,Ambetter Balanced Care 11 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150037-05,EPO,Silver,Ambetter Balanced Care 11 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150037-03,EPO,Silver,Ambetter Balanced Care 11 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150037-04,EPO,Silver,Ambetter Balanced Care 11 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150037-00,EPO,Silver,Ambetter Balanced Care 11 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150037-01,EPO,Silver,Ambetter Balanced Care 11 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150037-02,EPO,Silver,Ambetter Balanced Care 11 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150038-00,EPO,Silver,Ambetter Balanced Care 11 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150038-04,EPO,Silver,Ambetter Balanced Care 11 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150038-02,EPO,Silver,Ambetter Balanced Care 11 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150038-05,EPO,Silver,Ambetter Balanced Care 11 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150038-06,EPO,Silver,Ambetter Balanced Care 11 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150038-01,EPO,Silver,Ambetter Balanced Care 11 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150038-03,EPO,Silver,Ambetter Balanced Care 11 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150042-06,EPO,Silver,Ambetter Balanced Care 15 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150042-00,EPO,Silver,Ambetter Balanced Care 15 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150042-01,EPO,Silver,Ambetter Balanced Care 15 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150042-05,EPO,Silver,Ambetter Balanced Care 15 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150042-03,EPO,Silver,Ambetter Balanced Care 15 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150042-04,EPO,Silver,Ambetter Balanced Care 15 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150042-02,EPO,Silver,Ambetter Balanced Care 15 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150043-06,EPO,Silver,Ambetter Balanced Care 15 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150043-01,EPO,Silver,Ambetter Balanced Care 15 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150043-05,EPO,Silver,Ambetter Balanced Care 15 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150043-00,EPO,Silver,Ambetter Balanced Care 15 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150043-04,EPO,Silver,Ambetter Balanced Care 15 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150044-05,EPO,Silver,Ambetter Balanced Care 15 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150044-04,EPO,Silver,Ambetter Balanced Care 15 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150044-00,EPO,Silver,Ambetter Balanced Care 15 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150044-02,EPO,Silver,Ambetter Balanced Care 15 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150044-06,EPO,Silver,Ambetter Balanced Care 15 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150044-03,EPO,Silver,Ambetter Balanced Care 15 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
21663FL0150044-01,EPO,Silver,Ambetter Balanced Care 15 + Vision + Adult Dental (2020),1,0,1,1,1,1,0,0,0
30115FL0010001-00,PPO,Low,BlueDental Copayment Q,0,0,0,0,0,0,0,0,0
30115FL0010001-01,PPO,Low,BlueDental Copayment Q,0,0,0,0,0,0,0,0,0
30115FL0020001-01,PPO,High,BlueDental Choice Q,0,0,0,0,0,0,0,0,0
30115FL0020001-00,PPO,High,BlueDental Choice Q,0,0,0,0,0,0,0,0,0
30115FL0040001-00,PPO,Low,BlueDental Copayment QF,0,0,0,0,0,0,0,0,0
30115FL0040001-01,PPO,Low,BlueDental Copayment QF,0,0,0,0,0,0,0,0,0
30115FL0050001-00,PPO,High,BlueDental Choice QF,0,0,0,0,0,0,0,0,0
30115FL0050001-01,PPO,High,BlueDental Choice QF,0,0,0,0,0,0,0,0,0
30219FL0030001-00,HMO,Low,Family Basic Dental Plan (Low),0,0,0,0,0,0,0,0,0
30252FL0020033-03,HMO,Silver,BlueCare Silver 1490,1,1,1,1,1,0,1,1,0
30252FL0020033-05,HMO,Silver,BlueCare Silver 1490,1,1,1,1,1,0,1,1,0
30252FL0020033-04,HMO,Silver,BlueCare Silver 1490,1,1,1,1,1,0,1,1,0
30252FL0020033-00,HMO,Silver,BlueCare Silver 1490,1,1,1,1,1,0,1,1,0
30252FL0020033-06,HMO,Silver,BlueCare Silver 1490,1,1,1,1,1,0,1,1,0
30252FL0020033-01,HMO,Silver,BlueCare Silver 1490,1,1,1,1,1,0,1,1,0
30252FL0020033-02,HMO,Silver,BlueCare Silver 1490,1,1,1,1,1,0,1,1,0
30252FL0020044-03,HMO,Bronze,BlueCare Bronze 1486,1,1,1,1,1,0,1,1,0
30252FL0020044-00,HMO,Bronze,BlueCare Bronze 1486,1,1,1,1,1,0,1,1,0
30252FL0020044-01,HMO,Bronze,BlueCare Bronze 1486,1,1,1,1,1,0,1,1,0
30252FL0020044-02,HMO,Bronze,BlueCare Bronze 1486,1,1,1,1,1,0,1,1,0
30252FL0020060-02,HMO,Silver,BlueCare Silver 1498,1,1,1,1,1,0,1,1,0
30252FL0020060-00,HMO,Silver,BlueCare Silver 1498,1,1,1,1,1,0,1,1,0
30252FL0020060-03,HMO,Silver,BlueCare Silver 1498,1,1,1,1,1,0,1,1,0
30252FL0020060-01,HMO,Silver,BlueCare Silver 1498,1,1,1,1,1,0,1,1,0
30252FL0020060-05,HMO,Silver,BlueCare Silver 1498,1,1,1,1,1,0,1,1,0
30252FL0020060-04,HMO,Silver,BlueCare Silver 1498,1,1,1,1,1,0,1,1,0
30252FL0020062-02,HMO,Platinum,BlueCare Platinum 1485,1,1,1,1,1,0,1,1,0
30252FL0020062-01,HMO,Platinum,BlueCare Platinum 1485,1,1,1,1,1,0,1,1,0
30252FL0020062-00,HMO,Platinum,BlueCare Platinum 1485,1,1,1,1,1,0,1,1,0
30252FL0020066-01,HMO,Expanded Bronze,BlueCare Bronze 1483,1,1,1,1,1,0,1,1,0
30252FL0020066-00,HMO,Expanded Bronze,BlueCare Bronze 1483,1,1,1,1,1,0,1,1,0
30252FL0020066-02,HMO,Expanded Bronze,BlueCare Bronze 1483,1,1,1,1,1,0,1,1,0
30252FL0020066-03,HMO,Expanded Bronze,BlueCare Bronze 1483,1,1,1,1,1,0,1,1,0
30252FL0020068-03,HMO,Platinum,BlueCare Platinum 1491,1,1,1,1,1,0,1,1,0
30252FL0020068-02,HMO,Platinum,BlueCare Platinum 1491,1,1,1,1,1,0,1,1,0
30252FL0020068-01,HMO,Platinum,BlueCare Platinum 1491,1,1,1,1,1,0,1,1,0
30252FL0020068-00,HMO,Platinum,BlueCare Platinum 1491,1,1,1,1,1,0,1,1,0
30252FL0020070-03,HMO,Silver,BlueCare Silver 1477,1,1,1,1,1,0,1,1,0
30252FL0020070-04,HMO,Silver,BlueCare Silver 1477,1,1,1,1,1,0,1,1,0
30252FL0020070-06,HMO,Silver,BlueCare Silver 1477,1,1,1,1,1,0,1,1,0
30252FL0020070-00,HMO,Silver,BlueCare Silver 1477,1,1,1,1,1,0,1,1,0
30252FL0020070-05,HMO,Silver,BlueCare Silver 1477,1,1,1,1,1,0,1,1,0
30252FL0020070-01,HMO,Silver,BlueCare Silver 1477,1,1,1,1,1,0,1,1,0
30252FL0020070-02,HMO,Silver,BlueCare Silver 1477,1,1,1,1,1,0,1,1,0
30252FL0020074-01,HMO,Gold,BlueCare Gold 1565,1,1,1,1,1,0,1,1,0
30252FL0020074-02,HMO,Gold,BlueCare Gold 1565,1,1,1,1,1,0,1,1,0
30252FL0020074-00,HMO,Gold,BlueCare Gold 1565,1,1,1,1,1,0,1,1,0
30252FL0020074-03,HMO,Gold,BlueCare Gold 1565,1,1,1,1,1,0,1,1,0
30252FL0020076-00,HMO,Expanded Bronze,BlueCare Bronze (HSA) 1765,1,1,1,1,1,0,1,1,0
30252FL0020076-01,HMO,Expanded Bronze,BlueCare Bronze (HSA) 1765,1,1,1,1,1,0,1,1,0
30252FL0020076-02,HMO,Expanded Bronze,BlueCare Bronze 1765,1,1,1,1,1,0,1,1,0
30252FL0020076-03,HMO,Expanded Bronze,BlueCare Bronze 1765,1,1,1,1,1,0,1,1,0
30252FL0020078-06,HMO,Silver,BlueCare Silver 1766S,1,1,1,1,1,0,1,1,0
30252FL0020078-02,HMO,Silver,BlueCare Silver 1766S,1,1,1,1,1,0,1,1,0
30252FL0020078-05,HMO,Silver,BlueCare Silver 1766S,1,1,1,1,1,0,1,1,0
30252FL0020078-03,HMO,Silver,BlueCare Silver 1766S,1,1,1,1,1,0,1,1,0
30252FL0020078-00,HMO,Silver,BlueCare Silver 1766S,1,1,1,1,1,0,1,1,0
30252FL0020078-04,HMO,Silver,BlueCare Silver 1766S,1,1,1,1,1,0,1,1,0
30252FL0020078-01,HMO,Silver,BlueCare Silver 1766S,1,1,1,1,1,0,1,1,0
30252FL0020080-03,HMO,Expanded Bronze,BlueCare Bronze 1767S,1,1,1,1,1,0,1,1,0
30252FL0020080-00,HMO,Expanded Bronze,BlueCare Bronze 1767S,1,1,1,1,1,0,1,1,0
30252FL0020080-01,HMO,Expanded Bronze,BlueCare Bronze 1767S,1,1,1,1,1,0,1,1,0
30252FL0020084-01,HMO,Gold,BlueCare Gold 1865,1,1,1,1,1,0,1,1,0
30252FL0020084-00,HMO,Gold,BlueCare Gold 1865,1,1,1,1,1,0,1,1,0
30252FL0020084-03,HMO,Gold,BlueCare Gold 1865,1,1,1,1,1,0,1,1,0
30252FL0070009-02,HMO,Gold,myBlue Gold 1605,1,1,1,1,1,0,1,1,0
30252FL0070009-03,HMO,Gold,myBlue Gold 1605,1,1,1,1,1,0,1,1,0
30252FL0070009-00,HMO,Gold,myBlue Gold 1605,1,1,1,1,1,0,1,1,0
30252FL0070013-06,HMO,Silver,myBlue Silver 1710,1,1,1,1,1,0,1,1,0
30252FL0020084-02,HMO,Gold,BlueCare Gold 1865,1,1,1,1,1,0,1,1,0
30252FL0070001-02,HMO,Expanded Bronze,myBlue Bronze 1601,1,1,1,1,1,0,1,1,0
30252FL0070001-03,HMO,Expanded Bronze,myBlue Bronze 1601,1,1,1,1,1,0,1,1,0
30252FL0070001-00,HMO,Expanded Bronze,myBlue Bronze 1601,1,1,1,1,1,0,1,1,0
30252FL0070001-01,HMO,Expanded Bronze,myBlue Bronze 1601,1,1,1,1,1,0,1,1,0
30252FL0070003-01,HMO,Bronze,myBlue Bronze 1602,1,1,1,1,1,0,1,1,0
30252FL0070003-03,HMO,Bronze,myBlue Bronze 1602,1,1,1,1,1,0,1,1,0
30252FL0070003-00,HMO,Bronze,myBlue Bronze 1602,1,1,1,1,1,0,1,1,0
30252FL0070003-02,HMO,Bronze,myBlue Bronze 1602,1,1,1,1,1,0,1,1,0
30252FL0070005-01,HMO,Silver,myBlue Silver 1603,1,1,1,1,1,0,1,1,0
30252FL0070005-00,HMO,Silver,myBlue Silver 1603,1,1,1,1,1,0,1,1,0
30252FL0070005-02,HMO,Silver,myBlue Silver 1603,1,1,1,1,1,0,1,1,0
30252FL0070005-05,HMO,Silver,myBlue Silver 1603,1,1,1,1,1,0,1,1,0
30252FL0070005-06,HMO,Silver,myBlue Silver 1603,1,1,1,1,1,0,1,1,0
30252FL0070005-03,HMO,Silver,myBlue Silver 1603,1,1,1,1,1,0,1,1,0
30252FL0070005-04,HMO,Silver,myBlue Silver 1603,1,1,1,1,1,0,1,1,0
30252FL0070007-06,HMO,Silver,myBlue Silver 1604,1,1,1,1,1,0,1,1,0
30252FL0070007-00,HMO,Silver,myBlue Silver 1604,1,1,1,1,1,0,1,1,0
30252FL0070007-03,HMO,Silver,myBlue Silver 1604,1,1,1,1,1,0,1,1,0
30252FL0070007-01,HMO,Silver,myBlue Silver 1604,1,1,1,1,1,0,1,1,0
30252FL0070007-02,HMO,Silver,myBlue Silver 1604,1,1,1,1,1,0,1,1,0
30252FL0070007-05,HMO,Silver,myBlue Silver 1604,1,1,1,1,1,0,1,1,0
30252FL0070007-04,HMO,Silver,myBlue Silver 1604,1,1,1,1,1,0,1,1,0
30252FL0070009-01,HMO,Gold,myBlue Gold 1605,1,1,1,1,1,0,1,1,0
30252FL0070013-03,HMO,Silver,myBlue Silver 1710,1,1,1,1,1,0,1,1,0
30252FL0070013-02,HMO,Silver,myBlue Silver 1710,1,1,1,1,1,0,1,1,0
30252FL0070013-04,HMO,Silver,myBlue Silver 1710,1,1,1,1,1,0,1,1,0
30252FL0070013-00,HMO,Silver,myBlue Silver 1710,1,1,1,1,1,0,1,1,0
30252FL0070013-05,HMO,Silver,myBlue Silver 1710,1,1,1,1,1,0,1,1,0
30252FL0070025-02,HMO,Expanded Bronze,myBlue Bronze 2013,1,1,1,1,1,0,1,1,0
30252FL0070025-03,HMO,Expanded Bronze,myBlue Bronze 2013,1,1,1,1,1,0,1,1,0
30252FL0070025-01,HMO,Expanded Bronze,myBlue Bronze 2013,1,1,1,1,1,0,1,1,0
30252FL0070013-01,HMO,Silver,myBlue Silver 1710,1,1,1,1,1,0,1,1,0
30252FL0070015-01,HMO,Expanded Bronze,myBlue Bronze 1711S,1,1,1,1,1,0,1,1,0
30252FL0070015-00,HMO,Expanded Bronze,myBlue Bronze 1711S,1,1,1,1,1,0,1,1,0
30252FL0070015-02,HMO,Expanded Bronze,myBlue Bronze 1711S,1,1,1,1,1,0,1,1,0
30252FL0070015-03,HMO,Expanded Bronze,myBlue Bronze 1711S,1,1,1,1,1,0,1,1,0
30252FL0070017-06,HMO,Silver,myBlue Silver 1712S,1,1,1,1,1,0,1,1,0
30252FL0070017-04,HMO,Silver,myBlue Silver 1712S,1,1,1,1,1,0,1,1,0
30252FL0070017-02,HMO,Silver,myBlue Silver 1712S,1,1,1,1,1,0,1,1,0
30252FL0070017-01,HMO,Silver,myBlue Silver 1712S,1,1,1,1,1,0,1,1,0
30252FL0070017-03,HMO,Silver,myBlue Silver 1712S,1,1,1,1,1,0,1,1,0
30252FL0070017-05,HMO,Silver,myBlue Silver 1712S,1,1,1,1,1,0,1,1,0
30252FL0070017-00,HMO,Silver,myBlue Silver 1712S,1,1,1,1,1,0,1,1,0
30252FL0070022-05,HMO,Silver,myBlue Silver 2010,1,1,1,1,1,0,1,1,0
30252FL0070022-01,HMO,Silver,myBlue Silver 2010,1,1,1,1,1,0,1,1,0
30252FL0070022-00,HMO,Silver,myBlue Silver 2010,1,1,1,1,1,0,1,1,0
30252FL0070022-04,HMO,Silver,myBlue Silver 2010,1,1,1,1,1,0,1,1,0
30252FL0070022-03,HMO,Silver,myBlue Silver 2010,1,1,1,1,1,0,1,1,0
30252FL0070022-02,HMO,Silver,myBlue Silver 2010,1,1,1,1,1,0,1,1,0
30252FL0070022-06,HMO,Silver,myBlue Silver 2010,1,1,1,1,1,0,1,1,0
30252FL0070023-00,HMO,Gold,myBlue Gold 2011,1,1,1,1,1,0,1,1,0
30252FL0070023-01,HMO,Gold,myBlue Gold 2011,1,1,1,1,1,0,1,1,0
30252FL0070023-02,HMO,Gold,myBlue Gold 2011,1,1,1,1,1,0,1,1,0
30252FL0070023-03,HMO,Gold,myBlue Gold 2011,1,1,1,1,1,0,1,1,0
30252FL0070025-00,HMO,Expanded Bronze,myBlue Bronze 2013,1,1,1,1,1,0,1,1,0
30252FL0070026-01,HMO,Bronze,myBlue Bronze 2014,1,1,1,1,1,0,1,1,0
30252FL0070026-03,HMO,Bronze,myBlue Bronze 2014,1,1,1,1,1,0,1,1,0
30252FL0070026-00,HMO,Bronze,myBlue Bronze 2014,1,1,1,1,1,0,1,1,0
36194FL0120003-02,HMO,Expanded Bronze,Health First GYM ACCESS Bronze HMO 70 1662,1,1,1,1,0,0,0,0,0
36194FL0120003-00,HMO,Expanded Bronze,Health First GYM ACCESS Bronze HMO 70 HSA 1662,1,1,1,1,0,0,0,0,0
36194FL0120003-01,HMO,Expanded Bronze,Health First GYM ACCESS Bronze HMO 70 HSA 1662,1,1,1,1,0,0,0,0,0
36194FL0120004-03,HMO,Silver,Health First GYM ACCESS Silver HMO 100 1664,1,1,1,1,0,0,0,0,0
36194FL0120004-00,HMO,Silver,Health First GYM ACCESS Silver HMO 100 1664,1,1,1,1,0,0,0,0,0
36194FL0120004-02,HMO,Silver,Health First GYM ACCESS Silver HMO 100 1664,1,1,1,1,0,0,0,0,0
30252FL0070026-02,HMO,Bronze,myBlue Bronze 2014,1,1,1,1,1,0,1,1,0
30252FL0070027-03,HMO,Platinum,myBlue Platinum 2015,1,1,1,1,1,0,1,1,0
30252FL0070027-01,HMO,Platinum,myBlue Platinum 2015,1,1,1,1,1,0,1,1,0
30252FL0070027-00,HMO,Platinum,myBlue Platinum 2015,1,1,1,1,1,0,1,1,0
30252FL0070027-02,HMO,Platinum,myBlue Platinum 2015,1,1,1,1,1,0,1,1,0
30252FL0070028-01,HMO,Gold,myBlue Gold 2016,1,1,1,1,1,0,1,1,0
30252FL0070028-02,HMO,Gold,myBlue Gold 2016,1,1,1,1,1,0,1,1,0
30252FL0070028-00,HMO,Gold,myBlue Gold 2016,1,1,1,1,1,0,1,1,0
30252FL0070028-03,HMO,Gold,myBlue Gold 2016,1,1,1,1,1,0,1,1,0
30252FL0070029-02,HMO,Silver,myBlue Silver 2017,1,1,1,1,1,0,1,1,0
30252FL0070029-05,HMO,Silver,myBlue Silver 2017,1,1,1,1,1,0,1,1,0
30252FL0070029-03,HMO,Silver,myBlue Silver 2017,1,1,1,1,1,0,1,1,0
30252FL0070029-00,HMO,Silver,myBlue Silver 2017,1,1,1,1,1,0,1,1,0
30252FL0070029-04,HMO,Silver,myBlue Silver 2017,1,1,1,1,1,0,1,1,0
30252FL0070029-06,HMO,Silver,myBlue Silver 2017,1,1,1,1,1,0,1,1,0
30252FL0070029-01,HMO,Silver,myBlue Silver 2017,1,1,1,1,1,0,1,1,0
36194FL0120001-03,HMO,Expanded Bronze,Health First GYM ACCESS Bronze HMO 70 1656,1,1,1,1,0,0,0,0,0
36194FL0120001-01,HMO,Expanded Bronze,Health First GYM ACCESS Bronze HMO 70 1656,1,1,1,1,0,0,0,0,0
36194FL0120001-00,HMO,Expanded Bronze,Health First GYM ACCESS Bronze HMO 70 1656,1,1,1,1,0,0,0,0,0
36194FL0120001-02,HMO,Expanded Bronze,Health First GYM ACCESS Bronze HMO 70 1656,1,1,1,1,0,0,0,0,0
36194FL0120002-00,HMO,Expanded Bronze,Health First GYM ACCESS Bronze HMO 100 HSA 1658,1,1,1,1,0,0,0,0,0
36194FL0120002-01,HMO,Expanded Bronze,Health First GYM ACCESS Bronze HMO 100 HSA 1658,1,1,1,1,0,0,0,0,0
36194FL0120002-03,HMO,Expanded Bronze,Health First GYM ACCESS Bronze HMO 100 HSA 1658,1,1,1,1,0,0,0,0,0
36194FL0120002-02,HMO,Expanded Bronze,Health First GYM ACCESS Bronze HMO 100 1658,1,1,1,1,0,0,0,0,0
36194FL0120003-03,HMO,Expanded Bronze,Health First GYM ACCESS Bronze HMO 70 HSA 1662,1,1,1,1,0,0,0,0,0
36194FL0120004-06,HMO,Silver,Health First GYM ACCESS Silver AV94 HMO 100 1667,1,1,1,1,0,0,0,0,0
36194FL0120004-05,HMO,Silver,Health First GYM ACCESS Silver AV87 HMO 100 1666,1,1,1,1,0,0,0,0,0
36194FL0120004-04,HMO,Silver,Health First GYM ACCESS Silver AV73 HMO 100 1665,1,1,1,1,0,0,0,0,0
36194FL0120004-01,HMO,Silver,Health First GYM ACCESS Silver HMO 100 1664,1,1,1,1,0,0,0,0,0
36194FL0120005-01,HMO,Silver,Health First GYM ACCESS Silver HMO 100 1672,1,1,1,1,0,0,0,0,0
36194FL0120005-06,HMO,Silver,Health First GYM ACCESS Silver AV94 HMO 100 1675,1,1,1,1,0,0,0,0,0
36194FL0120005-02,HMO,Silver,Health First GYM ACCESS Silver HMO 100 1672,1,1,1,1,0,0,0,0,0
36194FL0120005-04,HMO,Silver,Health First GYM ACCESS Silver AV73 HMO 100 1673,1,1,1,1,0,0,0,0,0
36194FL0120005-00,HMO,Silver,Health First GYM ACCESS Silver HMO 100 1672,1,1,1,1,0,0,0,0,0
36194FL0120005-03,HMO,Silver,Health First GYM ACCESS Silver HMO 100 1672,1,1,1,1,0,0,0,0,0
36194FL0120009-00,HMO,Silver,Health First GYM ACCESS Silver HMO 70 1720,1,1,1,1,0,0,0,0,0
36194FL0120009-04,HMO,Silver,Health First GYM ACCESS Silver AV73 HMO 70 1721,1,1,1,1,0,0,0,0,0
36194FL0120016-02,HMO,Expanded Bronze,Health First GYM ACCESS Bronze HMO 50 1796,1,1,1,1,0,0,0,0,0
36194FL0160001-02,HMO,Expanded Bronze,Health First Bronze HMO 60 1750,1,1,1,1,0,0,0,0,0
36194FL0330001-03,HMO,Expanded Bronze,AdventHealth GYM ACCESS Bronze HMO 70 HSA 1663,1,1,1,1,0,0,0,0,0
36194FL0330001-02,HMO,Expanded Bronze,AdventHealth GYM ACCESS Bronze HMO 70 1663,1,1,1,1,0,0,0,0,0
