State,Issuer_Name,Issuer_ID,Is_Issuer_New_to_Exchange? (Yes_or_No),Plan_ID,URL_Claims_Payment_Policies,Issuer_Claims_Received,Issuer_Claims_Denials,Issuer_Internal_Appeals_Filed,Issuer_Number_Internal_Appeals_Overturned,Issuer_Percent_Internal_Appeals_Overturned,Issuer_External_Appeals_Filed,Issuer_Number_External_Appeals_Overturned,Issuer_Percent_External_Appeals_Overturned,Plan_Number_Claims_Received,Plan_Number_Claims_Denied,Plan_Number_Claims_Denied_Referral_Required,Plan_Number_Claims_Denied_Out_of_Network,Plan_Number_Claims_Denied_Services_Excluded,Plan_Number_Claims_Denied_Not_Medically_Necessary_Excl_Behavioral_Health,Plan_Number_Claims_Denied_Not_Medically_Necessary_Incl_Behavioral_Health,Plan_Number_Claims_Denied_Other,Rate_Review,Financial_Information,Enrollment_Data,Disenrollment_Data
OR,Kaiser Foundation Healthplan of the NW,71287,No,71287OR0420004,https://m.kp.org/health/care/consumer/center/!ut/p/a1/hU9Ra4MwGPwtffAxfJ9NjaZvuqZFZbNlZevyMrIQrGBjyIKj_37O0sfRg4M7OI47kHACadXYtSp0g1X9n5fsc1u9NkUR59gkTYLlc7LjFXtZ4lMK71CBbPvhaw5_nENw6wgj_HFODzYYG_RE4yMEqXzodG_gRONiQ1PKCBNiQ-JYMMK5WBFOVxnjAmmaFQ_bbsqqy1QYvLLfTnlj9ZV0luhhNF61Zpon5wdIy8P8YLdniGVWH-s3XlPE5T3wD3IEd8mutB-dyBeLXy8Ulw8!/dl5/d5/L2dBISEvZ0FBIS9nQSEh/,**,**,334,162,48.5%,**,**,**,**,**,**,**,**,**,**,**,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95540&:refresh,8607,1130
OR,Kaiser Foundation Healthplan of the NW,71287,No,71287OR0420005,https://m.kp.org/health/care/consumer/center/!ut/p/a1/hU9Ra4MwGPwtffAxfJ9NjaZvuqZFZbNlZevyMrIQrGBjyIKj_37O0sfRg4M7OI47kHACadXYtSp0g1X9n5fsc1u9NkUR59gkTYLlc7LjFXtZ4lMK71CBbPvhaw5_nENw6wgj_HFODzYYG_RE4yMEqXzodG_gRONiQ1PKCBNiQ-JYMMK5WBFOVxnjAmmaFQ_bbsqqy1QYvLLfTnlj9ZV0luhhNF61Zpon5wdIy8P8YLdniGVWH-s3XlPE5T3wD3IEd8mutB-dyBeLXy8Ulw8!/dl5/d5/L2dBISEvZ0FBIS9nQSEh/,**,**,334,162,48.5%,**,**,**,950,81,17,**,32,**,**,32,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95540&:refresh,1229,105
OR,Kaiser Foundation Healthplan of the NW,71287,No,71287OR0420010,https://m.kp.org/health/care/consumer/center/!ut/p/a1/hU9Ra4MwGPwtffAxfJ9NjaZvuqZFZbNlZevyMrIQrGBjyIKj_37O0sfRg4M7OI47kHACadXYtSp0g1X9n5fsc1u9NkUR59gkTYLlc7LjFXtZ4lMK71CBbPvhaw5_nENw6wgj_HFODzYYG_RE4yMEqXzodG_gRONiQ1PKCBNiQ-JYMMK5WBFOVxnjAmmaFQ_bbsqqy1QYvLLfTnlj9ZV0luhhNF61Zpon5wdIy8P8YLdniGVWH-s3XlPE5T3wD3IEd8mutB-dyBeLXy8Ulw8!/dl5/d5/L2dBISEvZ0FBIS9nQSEh/,**,**,334,162,48.5%,**,**,**,18,**,**,**,**,**,**,**,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95540&:refresh,155,40
OR,Kaiser Foundation Healthplan of the NW,71287,No,71287OR0420011,https://m.kp.org/health/care/consumer/center/!ut/p/a1/hU9Ra4MwGPwtffAxfJ9NjaZvuqZFZbNlZevyMrIQrGBjyIKj_37O0sfRg4M7OI47kHACadXYtSp0g1X9n5fsc1u9NkUR59gkTYLlc7LjFXtZ4lMK71CBbPvhaw5_nENw6wgj_HFODzYYG_RE4yMEqXzodG_gRONiQ1PKCBNiQ-JYMMK5WBFOVxnjAmmaFQ_bbsqqy1QYvLLfTnlj9ZV0luhhNF61Zpon5wdIy8P8YLdniGVWH-s3XlPE5T3wD3IEd8mutB-dyBeLXy8Ulw8!/dl5/d5/L2dBISEvZ0FBIS9nQSEh/,**,**,334,162,48.5%,**,**,**,7102,531,131,**,210,**,**,190,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95540&:refresh,6671,618
OR,Kaiser Foundation Healthplan of the NW,71287,No,71287OR0420012,https://m.kp.org/health/care/consumer/center/!ut/p/a1/hU9Ra4MwGPwtffAxfJ9NjaZvuqZFZbNlZevyMrIQrGBjyIKj_37O0sfRg4M7OI47kHACadXYtSp0g1X9n5fsc1u9NkUR59gkTYLlc7LjFXtZ4lMK71CBbPvhaw5_nENw6wgj_HFODzYYG_RE4yMEqXzodG_gRONiQ1PKCBNiQ-JYMMK5WBFOVxnjAmmaFQ_bbsqqy1QYvLLfTnlj9ZV0luhhNF61Zpon5wdIy8P8YLdniGVWH-s3XlPE5T3wD3IEd8mutB-dyBeLXy8Ulw8!/dl5/d5/L2dBISEvZ0FBIS9nQSEh/,**,**,334,162,48.5%,**,**,**,7989,713,160,**,272,**,**,281,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95540&:refresh,10915,1553
OR,Kaiser Foundation Healthplan of the NW,71287,No,71287OR0420014,https://m.kp.org/health/care/consumer/center/!ut/p/a1/hU9Ra4MwGPwtffAxfJ9NjaZvuqZFZbNlZevyMrIQrGBjyIKj_37O0sfRg4M7OI47kHACadXYtSp0g1X9n5fsc1u9NkUR59gkTYLlc7LjFXtZ4lMK71CBbPvhaw5_nENw6wgj_HFODzYYG_RE4yMEqXzodG_gRONiQ1PKCBNiQ-JYMMK5WBFOVxnjAmmaFQ_bbsqqy1QYvLLfTnlj9ZV0luhhNF61Zpon5wdIy8P8YLdniGVWH-s3XlPE5T3wD3IEd8mutB-dyBeLXy8Ulw8!/dl5/d5/L2dBISEvZ0FBIS9nQSEh/,**,**,334,162,48.5%,**,**,**,1240,177,33,**,88,**,**,56,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95540&:refresh,3320,313
OR,Kaiser Foundation Healthplan of the NW,71287,No,71287OR0420016,https://m.kp.org/health/care/consumer/center/!ut/p/a1/hU9Ra4MwGPwtffAxfJ9NjaZvuqZFZbNlZevyMrIQrGBjyIKj_37O0sfRg4M7OI47kHACadXYtSp0g1X9n5fsc1u9NkUR59gkTYLlc7LjFXtZ4lMK71CBbPvhaw5_nENw6wgj_HFODzYYG_RE4yMEqXzodG_gRONiQ1PKCBNiQ-JYMMK5WBFOVxnjAmmaFQ_bbsqqy1QYvLLfTnlj9ZV0luhhNF61Zpon5wdIy8P8YLdniGVWH-s3XlPE5T3wD3IEd8mutB-dyBeLXy8Ulw8!/dl5/d5/L2dBISEvZ0FBIS9nQSEh/,**,**,334,162,48.5%,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95540&:refresh,N/A,N/A
OR,Kaiser Foundation Healthplan of the NW,71287,No,71287OR0590001,https://m.kp.org/health/care/consumer/center/!ut/p/a1/hU9Ra4MwGPwtffAxfJ9NjaZvuqZFZbNlZevyMrIQrGBjyIKj_37O0sfRg4M7OI47kHACadXYtSp0g1X9n5fsc1u9NkUR59gkTYLlc7LjFXtZ4lMK71CBbPvhaw5_nENw6wgj_HFODzYYG_RE4yMEqXzodG_gRONiQ1PKCBNiQ-JYMMK5WBFOVxnjAmmaFQ_bbsqqy1QYvLLfTnlj9ZV0luhhNF61Zpon5wdIy8P8YLdniGVWH-s3XlPE5T3wD3IEd8mutB-dyBeLXy8Ulw8!/dl5/d5/L2dBISEvZ0FBIS9nQSEh/,**,**,334,162,48.5%,**,**,**,**,**,**,**,**,**,N/A,**,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95540&:refresh,1174,249
OR,Kaiser Foundation Healthplan of the NW,71287,No,71287OR0590002,https://m.kp.org/health/care/consumer/center/!ut/p/a1/hU9Ra4MwGPwtffAxfJ9NjaZvuqZFZbNlZevyMrIQrGBjyIKj_37O0sfRg4M7OI47kHACadXYtSp0g1X9n5fsc1u9NkUR59gkTYLlc7LjFXtZ4lMK71CBbPvhaw5_nENw6wgj_HFODzYYG_RE4yMEqXzodG_gRONiQ1PKCBNiQ-JYMMK5WBFOVxnjAmmaFQ_bbsqqy1QYvLLfTnlj9ZV0luhhNF61Zpon5wdIy8P8YLdniGVWH-s3XlPE5T3wD3IEd8mutB-dyBeLXy8Ulw8!/dl5/d5/L2dBISEvZ0FBIS9nQSEh/,**,**,334,162,48.5%,**,**,**,**,**,**,**,**,**,N/A,**,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95540&:refresh,2602,727
OR,Kaiser Foundation Healthplan of the NW,71287,No,71287OR0590003,https://m.kp.org/health/care/consumer/center/!ut/p/a1/hU9Ra4MwGPwtffAxfJ9NjaZvuqZFZbNlZevyMrIQrGBjyIKj_37O0sfRg4M7OI47kHACadXYtSp0g1X9n5fsc1u9NkUR59gkTYLlc7LjFXtZ4lMK71CBbPvhaw5_nENw6wgj_HFODzYYG_RE4yMEqXzodG_gRONiQ1PKCBNiQ-JYMMK5WBFOVxnjAmmaFQ_bbsqqy1QYvLLfTnlj9ZV0luhhNF61Zpon5wdIy8P8YLdniGVWH-s3XlPE5T3wD3IEd8mutB-dyBeLXy8Ulw8!/dl5/d5/L2dBISEvZ0FBIS9nQSEh/,**,**,334,162,48.5%,**,**,**,**,**,**,**,**,**,N/A,**,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95540&:refresh,671,129
OR,PacificSource Health Plans,10091,No,10091OR0680001,https://pacificsource.com/yourplan/,206797,19070,197,47,23.9%,**,**,**,350,67,**,*,**,**,**,56,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,92,26
OR,PacificSource Health Plans,10091,No,10091OR0680002,https://pacificsource.com/yourplan/,206797,19070,197,47,23.9%,**,**,**,36447,3479,76,*,67,23,**,3312,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,3109,573
OR,PacificSource Health Plans,10091,No,10091OR0680003,https://pacificsource.com/yourplan/,206797,19070,197,47,23.9%,**,**,**,112435,10086,259,*,282,43,**,9496,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,4386,627
OR,PacificSource Health Plans,10091,No,10091OR0680004,https://pacificsource.com/yourplan/,206797,19070,197,47,23.9%,**,**,**,7138,602,**,*,19,**,**,576,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,205,35
OR,PacificSource Health Plans,10091,No,10091OR0680005,https://pacificsource.com/yourplan/,206797,19070,197,47,23.9%,**,**,**,230,32,**,*,**,**,**,31,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,49,***
OR,PacificSource Health Plans,10091,No,10091OR0680006,https://pacificsource.com/yourplan/,206797,19070,197,47,23.9%,**,**,**,8048,801,13,*,22,**,**,766,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,533,39
OR,PacificSource Health Plans,10091,No,10091OR0680007,https://pacificsource.com/yourplan/,206797,19070,197,47,23.9%,**,**,**,27081,2571,59,*,27,**,**,2475,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,773,50
OR,PacificSource Health Plans,10091,No,10091OR0680008,https://pacificsource.com/yourplan/,206797,19070,197,47,23.9%,**,**,**,5177,536,20,*,**,**,**,509,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,134,***
OR,PacificSource Health Plans,10091,No,10091OR0720001,https://pacificsource.com/yourplan/,206797,19070,197,47,23.9%,**,**,**,*,*,N/A,N/A,*,*,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,756,***
OR,PacificSource Health Plans,10091,No,10091OR0720002,https://pacificsource.com/yourplan/,206797,19070,197,47,23.9%,**,**,**,*,*,N/A,N/A,*,*,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,27,***
OR,PacificSource Health Plans,10091,No,10091OR0720004,https://pacificsource.com/yourplan/,206797,19070,197,47,23.9%,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,N/A,N/A
OR,PacificSource Health Plans,10091,No,10091OR0750001,https://pacificsource.com/yourplan/,206797,19070,197,47,23.9%,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,N/A,N/A
OR,PacificSource Health Plans,10091,No,10091OR0750002,https://pacificsource.com/yourplan/,206797,19070,197,47,23.9%,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,N/A,N/A
OR,PacificSource Health Plans,10091,No,10091OR0750003,https://pacificsource.com/yourplan/,206797,19070,197,47,23.9%,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,N/A,N/A
OR,PacificSource Health Plans,10091,No,10091OR0750004,https://pacificsource.com/yourplan/,206797,19070,197,47,23.9%,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,N/A,N/A
OR,PacificSource Health Plans,10091,No,10091OR0750005,https://pacificsource.com/yourplan/,206797,19070,197,47,23.9%,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,N/A,N/A
OR,PacificSource Health Plans,10091,No,10091OR0750006,https://pacificsource.com/yourplan/,206797,19070,197,47,23.9%,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,N/A,N/A
OR,PacificSource Health Plans,10091,No,10091OR0750007,https://pacificsource.com/yourplan/,206797,19070,197,47,23.9%,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,N/A,N/A
OR,PacificSource Health Plans,10091,No,10091OR0750008,https://pacificsource.com/yourplan/,206797,19070,197,47,23.9%,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,N/A,N/A
OR,PacificSource Health Plans,10091,No,10091OR0750009,https://pacificsource.com/yourplan/,206797,19070,197,47,23.9%,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,N/A,N/A
OR,PacificSource Health Plans,10091,No,10091OR0750010,https://pacificsource.com/yourplan/,206797,19070,197,47,23.9%,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,N/A,N/A
OR,BridgeSpan Health Company,63474,No,63474OR0590003,https://www.bridgespanhealth.com/member/terms-of-use/transparency-in-coverage,34009,2408,54,22,40.7%,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95303&:refresh,N/A,N/A
OR,"Oregon Dental Service, DBA Delta Dental Plan of Oregon",28415,No,28415OR0010001,https://www.modahealth.com/members/transparency.shtml ,66485,12520,**,**,**,**,**,**,33302,6118,**,*,1606,**,N/A,4511,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54941&:refresh,5407,2287
OR,"Oregon Dental Service, DBA Delta Dental Plan of Oregon",28415,No,28415OR0010002,https://www.modahealth.com/members/transparency.shtml ,66485,12520,**,**,**,**,**,**,32984,6326,**,*,2171,**,N/A,4152,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54941&:refresh,6130,1597
OR,Dentegra Insurance Company,68420,No,68420OR0010008,https://www.dentegra.com/how-marketplace-plans-work,610,506,**,**,**,**,**,**,160,51,**,*,12,**,N/A,39,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=73474&:refresh,142,62
OR,Dentegra Insurance Company,68420,No,68420OR0010007,https://www.dentegra.com/how-marketplace-plans-work,610,506,**,**,**,**,**,**,1370,455,21,*,283,**,N/A,172,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=73474&:refresh,1070,502
OR,"Dominion Dental Services, Inc.",98884,No,98884OR0070001,https://www.dominionnational.com/sites/default/files/Misc/Transparency_in_Coverage_URL_requirements%20PY%202020%20version.pdf,775,707,**,**,**,**,**,**,231,205,N/A,**,46,13,N/A,146,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95657&:refresh,329,329
OR,"Dominion Dental Services, Inc.",98884,No,98884OR0070002,https://www.dominionnational.com/sites/default/files/Misc/Transparency_in_Coverage_URL_requirements%20PY%202020%20version.pdf,775,707,**,**,**,**,**,**,228,200,N/A,**,80,**,N/A,120,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95657&:refresh,427,338
OR,"Dominion Dental Services, Inc.",98884,No,98884OR0070003,https://www.dominionnational.com/sites/default/files/Misc/Transparency_in_Coverage_URL_requirements%20PY%202020%20version.pdf,775,707,**,**,**,**,**,**,73,73,N/A,**,28,**,N/A,176,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95657&:refresh,59,92
OR,"Dominion Dental Services, Inc.",98884,No,98884OR0070004,https://www.dominionnational.com/sites/default/files/Misc/Transparency_in_Coverage_URL_requirements%20PY%202020%20version.pdf,775,707,**,**,**,**,**,**,**,**,N/A,**,**,**,N/A,**,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95657&:refresh,55,40
OR,"Dominion Dental Services, Inc.",98884,No,98884OR0070005,https://www.dominionnational.com/sites/default/files/Misc/Transparency_in_Coverage_URL_requirements%20PY%202020%20version.pdf,775,707,**,**,**,**,**,**,243,229,N/A,**,90,**,N/A,**,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95657&:refresh,456,545
OR,"Dental Health Services, Inc.",25486,No,25486OR0020001,www.dentalhealthservices.com/OR/ ,5714,448,**,**,**,**,**,**,4545,349,**,**,41,**,N/A,308,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47490&:refresh,7090,4166
OR,"Dental Health Services, Inc.",25486,No,25486OR0020002,www.dentalhealthservices.com/OR/ ,5714,448,**,**,**,**,**,**,549,41,**,**,**,**,N/A,40,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47490&:refresh,647,320
OR,"Dental Health Services, Inc.",25486,No,25486OR0020003,www.dentalhealthservices.com/OR/ ,5714,448,**,**,**,**,**,**,620,58,**,**,**,**,N/A,47,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47490&:refresh,828,412
OR,"Moda Health Plan, Inc.",39424,No,39424OR1620001,https://www.modahealth.com/members/transparency.shtml ,661162,54600,72,17,23.6%,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,2464,653
OR,"Moda Health Plan, Inc.",39424,No,39424OR1610005,https://www.modahealth.com/members/transparency.shtml ,661162,54600,72,17,23.6%,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,795,167
OR,"Moda Health Plan, Inc.",39424,No,39424OR1610001,https://www.modahealth.com/members/transparency.shtml ,661162,54600,72,17,23.6%,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,3446,606
OR,"Moda Health Plan, Inc.",39424,No,39424OR1600001,https://www.modahealth.com/members/transparency.shtml ,661162,54600,72,17,23.6%,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,137,91
OR,"Moda Health Plan, Inc.",39424,No,39424OR1610006,https://www.modahealth.com/members/transparency.shtml ,661162,54600,72,17,23.6%,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,*,*
OR,"Moda Health Plan, Inc.",39424,No,39424OR1610004,https://www.modahealth.com/members/transparency.shtml ,661162,54600,72,17,23.6%,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,24,16
OR,"Moda Health Plan, Inc.",39424,No,39424OR1610003,https://www.modahealth.com/members/transparency.shtml ,661162,54600,72,17,23.6%,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,95,50
OR,"Moda Health Plan, Inc.",39424,No,39424OR1600002,https://www.modahealth.com/members/transparency.shtml ,661162,54600,72,17,23.6%,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,30,35
OR,"Moda Health Plan, Inc.",39424,No,39424OR1610002,https://www.modahealth.com/members/transparency.shtml ,661162,54600,72,17,23.6%,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,291,133
OR,"Moda Health Plan, Inc.",39424,No,39424OR1620002,https://www.modahealth.com/members/transparency.shtml ,661162,54600,72,17,23.6%,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,*,*
OR,"Moda Health Plan, Inc.",39424,No,39424OR1620003,https://www.modahealth.com/members/transparency.shtml ,661162,54600,72,17,23.6%,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,2232,1219
OR,"Moda Health Plan, Inc.",39424,No,39424OR1620004,https://www.modahealth.com/members/transparency.shtml ,661162,54600,72,17,23.6%,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,*,*
OR,Providence Health Plan,56707,No,56707OR1410002,https://healthplans.providence.org/individuals-families/2020/or/health-plan-details/claims-information/,530180,44866,561,204,36.4%,27,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95005&:refresh,N/A,N/A
OR,Providence Health Plan,56707,No,56707OR1330003,https://healthplans.providence.org/individuals-families/2020/or/health-plan-details/claims-information/,530180,44866,561,204,36.4%,27,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95005&:refresh,N/A,N/A
OR,Providence Health Plan,56707,No,56707OR1380007,https://healthplans.providence.org/individuals-families/2020/or/health-plan-details/claims-information/,530180,44866,561,204,36.4%,27,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95005&:refresh,N/A,N/A
OR,Providence Health Plan,56707,No,56707OR1400002,https://healthplans.providence.org/individuals-families/2020/or/health-plan-details/claims-information/,530180,44866,561,204,36.4%,27,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95005&:refresh,N/A,N/A
OR,Providence Health Plan,56707,No,56707OR1420002,https://healthplans.providence.org/individuals-families/2020/or/health-plan-details/claims-information/,530180,44866,561,204,36.4%,27,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95005&:refresh,N/A,N/A
OR,Providence Health Plan,56707,No,56707OR1380006,https://healthplans.providence.org/individuals-families/2020/or/health-plan-details/claims-information/,530180,44866,561,204,36.4%,27,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95005&:refresh,N/A,N/A
